name,add,Latitude,Longitude,Document
Westmount Park,22 Arcade Dr,43.68783911600,-79.51842609400,Water Fountains
Jonathan Ashbridge Park,20 Woodward Ave,43.66538785000,-79.31986149700,Water Fountains
Island Park,9 Queens QuayW,43.61775364600,-79.37612154200,Water Fountains
Olympic Island Park,9 Queens QuayW,43.62242283600,-79.37658679800,Water Fountains
Hidden Trail Park,506 Hidden Trl,43.78388535700,-79.45891690500,Water Fountains
Fairfield Park,90 Lothian Ave,43.63811309600,-79.52001322700,Water Fountains
Island Park,9 Queens QuayW,43.61897086000,-79.36800413400,Water Fountains
Clarence Square Park,25 Clarence Sq,43.64418113100,-79.39371285700,Water Fountains
Joseph Workman Park,90 Shank St,43.64183366300,-79.41705641400,Water Fountains
West Lodge Park,165 Lansdowne Ave,43.64573782700,-79.43830978100,Water Fountains
Allan Gardens,160 Gerrard St E,43.66119842100,-79.37598519000,Water Fountains
Moorevale Park,175 Moore Ave,43.69354651900,-79.38204465600,Water Fountains
Toronto Music Garden,479 Queens QuayW,43.63742884900,-79.39209066200,Water Fountains
Broadlands Park,19 Castlegrove Blvd,43.74568697000,-79.32148626000,Water Fountains
Chater Court Park,1 Chater Crt,43.71419493000,-79.43671683100,Water Fountains
Thomson Memorial Park,1005 Brimley Rd,43.75766411700,-79.25482710100,Water Fountains
Clairlea Park,45 Fairfax Cres,43.71427116200,-79.28825606300,Water Fountains
High Park,1873 Bloor St W,43.64625552300,-79.46381288400,Water Fountains
Monarch Park,115 Felstead Ave,43.67865280700,-79.32722395300,Water Fountains
Frankel - Lambert Park,340 Christie St,43.67226512100,-79.42423909600,Water Fountains
Etienne Brule Park,10 Catherine St,43.65792270000,-79.49899844900,Water Fountains
Silverview Park,23 Silverview Dr,43.78549322700,-79.41163960100,Water Fountains
Wychwood Barns Park,76 Wychwood Ave,43.67976732900,-79.42361352100,Water Fountains
Trethewey Park West,121 Trethewey Dr,43.69678725000,-79.49854577500,Water Fountains
Morningside Park,390 Morningside Ave,43.77760516200,-79.21090205900,Water Fountains
Linkwood Lane Parkette,400 Linkwood Lane,43.71898783100,-79.32731757600,Water Fountains
Dane Parkette,21 Dane Ave,43.71612133000,-79.45401178000,Water Fountains
Dell Park,50 Dell Park Ave,43.71714746200,-79.43365744300,Water Fountains
Futura Parkette,175 Arleta Ave,43.74803109000,-79.50779946300,Water Fountains
Giltspur Park,85 Magellan Dr,43.73576840700,-79.50819443000,Water Fountains
Grandravine Park,23 Grandravine Dr,43.75115135500,-79.49190078500,Water Fountains
Hillmount Parkette,393 Hillmount Ave,43.70626441600,-79.45175340600,Water Fountains
Northwood Park,140 Stilecroft Dr,43.74688300000,-79.49834224100,Water Fountains
Viewmount Park,169 Viewmount Ave,43.70719582000,-79.43767465400,Water Fountains
Wenderly Park,89 Wenderly Dr,43.71202109200,-79.44700982500,Water Fountains
Wexford Park,55 Elm Bank Rd,43.73363060000,-79.29717153800,Water Fountains
Thomson Memorial Park,1005 Brimley Rd,43.75903957500,-79.25505893000,Water Fountains
Maryvale Park,5 Trestleside Grv,43.75401283200,-79.30617872200,Water Fountains
Jack Goodlad Park,929 Kennedy Rd,43.74234004900,-79.27092898200,Water Fountains
Adams Park,2 Rozell Rd,43.79137082800,-79.14489582900,Water Fountains
Bob Hunter Park,113 Grand River Blvd,43.80259823400,-79.16559976500,Water Fountains
Heron Park,292 Manse Rd E,43.76940521600,-79.17828273100,Water Fountains
Wishing Well Park,1700 Pharmacy Ave,43.76958167300,-79.31703745600,Water Fountains
Mondeo Park,80 Mondeo Dr,43.76635664800,-79.28918640400,Water Fountains
Glamorgan Park,50 Antrim Cres,43.77258180900,-79.28785724900,Water Fountains
Bridlewood Park,445 Huntingwood Dr,43.78332304600,-79.31622604400,Water Fountains
Bluffer's Park,1 Brimley Rd S,43.70618494000,-79.23720838400,Water Fountains
Bluffer's Park,1 Brimley Rd S,43.70625942900,-79.23497945000,Water Fountains
Prairie Drive Park,70 Prairie Dr,43.69740043100,-79.28395009700,Water Fountains
Agincourt Park,27 Glen Watford Dr,43.78904651400,-79.27412342200,Water Fountains
Major Abbas Ali Park,180 Mclevin Ave,43.80371356500,-79.23102906100,Water Fountains
Greystone Park,845 Danforth Rd,43.72594119500,-79.25246105800,Water Fountains
Eglinton Flats,101 Emmett Ave,43.68583086700,-79.50222395000,Water Fountains
High Park,1873 Bloor St W,43.64278135000,-79.46668283200,Water Fountains
Kenworthy Park,2 Kenworthy Ave,43.69076494300,-79.28318690500,Water Fountains
High Park,1873 Bloor St W,43.64172119800,-79.45901446800,Water Fountains
Leslie Grove Park,1158 Queen St E,43.66321830000,-79.33339737400,Water Fountains
Earlscourt Park,1200 Lansdowne Ave,43.67202797400,-79.44938703700,Water Fountains
Lessard Park,52 Lessard Ave,43.65386510200,-79.49003516100,Water Fountains
High Park,1873 Bloor St W,43.65112865600,-79.46760349900,Water Fountains
High Park,1873 Bloor St W,43.65127365300,-79.45897961900,Water Fountains
High Park,1873 Bloor St W,43.64708064400,-79.46637296700,Water Fountains
High Park,1873 Bloor St W,43.64373999700,-79.45755738600,Water Fountains
Plunkett Park,188 Plunkett Rd,43.76266413300,-79.57133762400,Water Fountains
High Park,1873 Bloor St W,43.64238841500,-79.46268324000,Water Fountains
High Park,1873 Bloor St W,43.64222019400,-79.46597787800,Water Fountains
L'amoreaux North Park,1900 Mcnicoll Ave,43.81368882900,-79.30436553200,Water Fountains
Three Valleys Park,82 Three Valleys Dr,43.74986484600,-79.33806930800,Water Fountains
Blantyre Park,180 Fallingbrook Rd,43.68231469700,-79.28106958500,Water Fountains
Riverdale Park West,375 Sumach St,43.66695872200,-79.36088277500,Water Fountains
Marble Hill Parkette,22 Ennerdale Rd,43.68750908900,-79.45051913200,Water Fountains
Eglinton Park,200 Eglinton Ave W,43.70833249000,-79.40555366300,Water Fountains
Island Park,9 Queens QuayW,43.61824002900,-79.37190628400,Water Fountains
Centre Island Park,9 Queens QuayW,43.62006103600,-79.37383222200,Water Fountains
Centre Island Park,9 Queens QuayW,43.62162922500,-79.37808494600,Water Fountains
Flagstaff Park,42 Mercury Rd,43.72152724100,-79.59176020300,Water Fountains
Rosethorn Park,26 Remington Dr,43.65834817500,-79.53826790500,Water Fountains
Cashman Park,4 Langmuir Cres,43.65544288900,-79.49352480200,Water Fountains
Cruickshank Park,2196 Weston Rd W,43.70241348600,-79.52577543700,Water Fountains
Ricardo Parkette,180 Maple Leaf Dr,43.71177868900,-79.49744331100,Water Fountains
Bellevue Square Park,5 Bellevue Ave,43.65359438700,-79.40186926000,Water Fountains
Christie Pits Park,750 Bloor St W,43.66440729900,-79.42068837700,Water Fountains
Healey Willan Park,504 Euclid Ave,43.65935933400,-79.41307458800,Water Fountains
Ritchie Avenue Parkette,77 Ritchie Ave,43.65388404800,-79.44905565500,Water Fountains
Jimmie Simpson Park,870 Queen St E,43.66264824500,-79.34472183900,Water Fountains
Larry Sefton Park,500 Bay St,43.65440538600,-79.38351785000,Water Fountains
Sumach - Shuter Parkette,485 Shuter St,43.65833146000,-79.35836030300,Water Fountains
Underhill Park,25 Cassandra Blvd,43.74929790200,-79.32793089400,Water Fountains
Trace Manes Park,110 Rumsey Rd,43.70536199300,-79.36744706300,Water Fountains
Eglinton Park,200 Eglinton Ave W,43.70828855800,-79.40473207700,Water Fountains
Willowdale Park,75 Hollywood Ave,43.76624388400,-79.40593904700,Water Fountains
Charles Brereton Park,306 Oakwood Ave,43.68504362800,-79.43855732500,Water Fountains
Rowntree Mills Park,155 Rowntree Mill Rd,43.75188105400,-79.57798144000,Water Fountains
Upwood Greenbelt,44 Marshlynn Ave,43.70504356800,-79.50075391000,Water Fountains
Centre Island Park,9 Queens QuayW,43.62204530400,-79.37904816400,Water Fountains
Charles G. Williams Park,75 Wabash Ave,43.64685540200,-79.44297455300,Water Fountains
Budd Sugarman Park,955 Yonge St,43.67595718600,-79.38892063100,Water Fountains
Arena Gardens,78 Mutual St,43.65591446700,-79.37556728600,Water Fountains
Budapest Park,1575 Lake Shore Blvd W,43.63744626900,-79.45300493800,Water Fountains
Rowena Park,75 Rowena Dr,43.75043993500,-79.31596154300,Water Fountains
Hanlan's Point Park,9 Queens QuayW,43.62448573800,-79.39093274300,Water Fountains
Alexandra Park,275 Bathurst St,43.65069506600,-79.40380470500,Water Fountains
Bickford Park,400 Grace St,43.66187154500,-79.41928973600,Water Fountains
Canoe Landing,95 Fort York Blvd,43.63909264500,-79.39650094600,Water Fountains
Fred Hamilton Playground,155 Roxton Rd,43.65205856600,-79.42024521100,Water Fountains
Grange Park,317 Dundas St W,43.65282944900,-79.39178246500,Water Fountains
Huron Street Playground,495 Huron St,43.66935964500,-79.40223140100,Water Fountains
Osler Playground,123 Argyle St,43.64622798900,-79.42207857700,Water Fountains
Northumberland Playground,770 Ossington Ave,43.66282795500,-79.42632392800,Water Fountains
Massey Harris Park,945 King St W,43.64141537300,-79.41345506600,Water Fountains
Liberty Village Park,70 East Liberty St,43.63878812400,-79.41461623000,Water Fountains
Taddle Creek Park,40 Bedford Rd,43.67003051900,-79.39884992900,Water Fountains
Sergeant Ryan Russell Parkette,250 Avenue Rd,43.67727635300,-79.39789401700,Water Fountains
Huron - Washington Parkette,420 Huron St,43.66627386700,-79.40153863300,Water Fountains
Cloud Gardens,14 Temperance St,43.65132690900,-79.37993169100,Water Fountains
Diana Park,46 Diana Dr,43.74126422900,-79.48900389800,Water Fountains
Duplex Parkette,2906 Yonge St,43.72145323900,-79.40205865600,Water Fountains
Brookdale Park,410 Fairlawn Ave,43.72601350200,-79.41813261500,Water Fountains
Alamosa Park,111 Alamosa Dr,43.78124607000,-79.36973208700,Water Fountains
Kenneth Park,417 Kenneth Ave,43.77724048300,-79.41076636700,Water Fountains
Memorial Park - North York,340 Chaplin Cres,43.70505353200,-79.42283425800,Water Fountains
Coronation Park - York,2700 Eglinton Ave W,43.69240924100,-79.48027661700,Water Fountains
Sunnydale Acres Park,50 Amoro Dr,43.72403176000,-79.57818140100,Water Fountains
Ranee Park,326 Ranee Ave,43.72283303300,-79.45357335400,Water Fountains
Caribou Park,99 Caribou Rd,43.71891031500,-79.42084480300,Water Fountains
West Acres Senior Centre,65 Hinton Rd,43.72543858900,-79.57103166300,Water Fountains
West Humber Parkland,447 Albion Rd,43.74268708300,-79.56166713100,Water Fountains
Island Park,9 Queens QuayW,43.61346829200,-79.38112075600,Water Fountains
Beaver - Lightbourn Parkette,94 Lightbourn Ave,43.67117494800,-79.44436498700,Water Fountains
Centennial Park - Etobicoke,256 Centennial Park Rd,43.65410101600,-79.58560430100,Water Fountains
Kincourt Circle,0 Kincort St,43.69714900500,-79.46801437800,Water Fountains
Mallaby Park,2394 Weston Rd,43.70612846900,-79.53262862800,Water Fountains
Manchester Park,75 Manchester St,43.62057880900,-79.49027396600,Water Fountains
Rexlington Park,30 Bergamot Ave,43.71607531000,-79.55978051900,Water Fountains
Seaton Park,14 Albany Ave,43.66593749300,-79.41033541500,Water Fountains
Moss Park,150 Sherbourne St,43.65433568500,-79.37115516700,Water Fountains
Marian Engel Park,285 Melita Ave,43.67387381300,-79.42378546500,Water Fountains
Ledbury Park,160 Ledbury St,43.72713397800,-79.42509696600,Water Fountains
Cummer Park,823 Cummer Ave,43.80065573600,-79.37081703700,Water Fountains
Stewart A. Mcgregor Parkette,85 Mason Blvd,43.74023436700,-79.41054992800,Water Fountains
Victoria Memorial Square Park,10 Niagara St,43.64230378800,-79.40050078100,Water Fountains
Milliken District Park,5555 Steeles Ave E,43.82947641700,-79.26999990100,Water Fountains
Trinity Bellwoods Park,790 Queen St W,43.64948372400,-79.41542324800,Water Fountains
Harding Park,59 Hearst Crcl,43.69971134000,-79.49791387800,Water Fountains
Carlton Park,20 Edith Ave,43.66611778800,-79.45525896300,Water Fountains
Skymark Park,3500 Don Mills Rd,43.79396945900,-79.35605494000,Water Fountains
Lochleven Park,50 Lochleven Dr,43.73952805200,-79.22152758800,Water Fountains
Loretto College,151 Rosemount Ave,43.67511783300,-79.44449976300,Water Fountains
L'amoreaux Sports Complex,100 Silver Springs Blvd,43.80322882700,-79.30437870200,Water Fountains
Corvette Park,40 Corvette Ave,43.72695880700,-79.25820939000,Water Fountains
Seven Oaks Park,372 Military Trl,43.78800093800,-79.21001360000,Water Fountains
Bristol Avenue Parkette,25 Bristol Ave,43.67064109700,-79.43858553500,Water Fountains
Eglinton Flats,101 Emmett Ave,43.68342109000,-79.49673025400,Water Fountains
Louise Russo Park,42 Flindon Rd,43.72260117900,-79.53988892700,Water Fountains
Sheppard East Park,229 Glendora Ave,43.76433709900,-79.39751655800,Water Fountains
Moncur Playground,10 Gainsborough Rd,43.67079448600,-79.31824055300,Water Fountains
Orchard Park,1987 Dundas St E,43.66887025300,-79.31366819500,Water Fountains
Withrow Park,725 Logan Ave,43.67603588200,-79.34818913500,Water Fountains
Glen Cedar Park,50 Glen Cedar Rd,43.69547487600,-79.42899524300,Water Fountains
Oriole Park - Toronto,201 Oriole Pkwy,43.69713856100,-79.39960939600,Water Fountains
Cy Townsend Park,455 Winona Dr,43.68956602600,-79.43540206800,Water Fountains
Balmy Beach Park,1 Beech Ave,43.66896444200,-79.28979517400,Water Fountains
Glasgow Parkette,11 Glasgow St,43.65676710700,-79.39840925800,Water Fountains
Cosburn Park,115 Roosevelt Rd,43.69309179500,-79.33040565200,Water Fountains
Cliff Lumsdon Park,101 Lake Shore Dr,43.59505978200,-79.50212938700,Water Fountains
Charlottetown Park,65 Charlottetown Blvd,43.78118101400,-79.14003900000,Water Fountains
Kennedy Parkette,2799 Kennedy Rd,43.80108616100,-79.29588167000,Water Fountains
York Mills Valley Park,3865 Yonge St,43.73964011200,-79.40379306600,Water Fountains
Perth Square Park,350 Perth Ave,43.66378124900,-79.45183651100,Water Fountains
St. James Park,120 King St E,43.65070336900,-79.37304858400,Water Fountains
Stratford Park,2100 Bayview Ave,43.72150887300,-79.37992410300,Water Fountains
R.V. Burgess Park,46 Thorncliffe Park Dr,43.70353075700,-79.34341143200,Water Fountains
G. Ross Lord Park,4801 Dufferin St,43.77919649100,-79.46239678000,Water Fountains
Centennial Park - Etobicoke,256 Centennial Park Rd,43.65034869400,-79.58642073800,Water Fountains
Bill Johnston Park,65 Western Battery Rd,43.64004420200,-79.41313295700,Water Fountains
Memorial Park - North York,340 Chaplin Cres,43.70491408200,-79.42039646300,Water Fountains
Dunlace Park,28 Dunlace Dr,43.76179646400,-79.36946132700,Water Fountains
Fairmount Park,1725 Gerrard St E,43.67662371400,-79.31538835200,Water Fountains
Ramsden Park,1020 Yonge St,43.67674404300,-79.39226421000,Water Fountains
South Humber Park,120 The Queensway,43.63647191500,-79.48042360900,Water Fountains
Brunswick - College Parkette,15 Brunswick Ave,43.65746227400,-79.40402615700,Water Fountains
Campbell Avenue Playground,225 Campbell Ave,43.66330586600,-79.44874793400,Water Fountains
Oakridge Park,3459 Danforth Ave,43.69285724700,-79.27910749600,Water Fountains
Norwood Park,16 Norwood Rd,43.68229876900,-79.30275777900,Water Fountains
Jim Mcpherson Park,1255 Victoria Park Ave,43.71219781100,-79.29721584700,Water Fountains
Village Of Yorkville Park,115 Cumberland St,43.66990700400,-79.39172203100,Water Fountains
Stan Wadlow Park,888 Cosburn Ave,43.69728592500,-79.31414823300,Water Fountains
Little Norway Park,659 Queens QuayW,43.63466154500,-79.39876842200,Water Fountains
Edwards Gardens,755 Lawrence Ave E,43.73360390600,-79.35998521600,Water Fountains
Sunnybrook Park,1132 Leslie St,43.72440662000,-79.35579852400,Water Fountains
Bellbury Park,55 Van Horne Ave,43.78416807500,-79.36207773100,Water Fountains
Beresford Park,400 Beresford Ave,43.65608679400,-79.47938334600,Water Fountains
Pelmo Park,171 Pellatt Ave,43.71350015200,-79.51930630100,Water Fountains
Queensway Park,33 Avon Park Dr,43.62660866200,-79.50774029100,Water Fountains
St. Patricks Square,14 St Patricks Sq,43.65053067700,-79.39051720300,Water Fountains
Ravina Gardens,290 Clendenan Ave,43.65889845900,-79.47039553900,Water Fountains
Wildwood Crescent Playground,110 Wildwood Cres,43.68087101100,-79.31321499500,Water Fountains
Silvio Colella Park,20 Laura Rd,43.73882247800,-79.52070040500,Water Fountains
West Rouge Park,270 Rouge Hills Dr,43.79146366300,-79.12486257100,Water Fountains
James Gardens,61 Edgehill Rd,43.67141396400,-79.51455719200,Water Fountains
Lindylou Park,14 Lanyard Rd,43.74955835900,-79.54504978600,Water Fountains
Prince Charles Park,36 Prince Charles Dr,43.72236687400,-79.43588946000,Water Fountains
High Park,1873 Bloor St W,43.64427806600,-79.45758391400,Water Fountains
Rosedale Ravine Lands,450 Bloor St E,43.67432252500,-79.36830015500,Water Fountains
Robert Bateman Parkette,281 Chaplin Cres,43.70129600700,-79.41471462800,Water Fountains
St. Andrew's Playground,450 Adelaide St W,43.64631625500,-79.39911342600,Water Fountains
Morningside Park,390 Morningside Ave,43.77915761900,-79.19404663900,Water Fountains
Dufferin Grove Park,875 Dufferin St,43.65566534200,-79.43176618400,Water Fountains
Coleman Park,19 Coleman Ave,43.68931178000,-79.30010867200,Water Fountains
Little Trinity Church Lands,417 King St E,43.65282618800,-79.36205197300,Water Fountains
Sherbourne Common,5 Lower Sherbourne St,43.64581136500,-79.36562808900,Water Fountains
Cheltenham Park,43 Mildenhall Rd,43.72658151800,-79.38557724700,Water Fountains
Burnett Park,352 Burnett Ave,43.76017124400,-79.43130072200,Water Fountains
Dubray Parkette,28 Dubray Ave,43.72965543300,-79.47825035200,Water Fountains
Harryetta Gardens,170 Torresdale Ave,43.78170217400,-79.45094302400,Water Fountains
Rexdale Park,6 Drumheller Rd,43.72427283800,-79.56588648200,Water Fountains
Stanley Park,27 Stanley Rd,43.74229256500,-79.51602100500,Water Fountains
Tom Riley Park,4725 Dundas St W,43.65074375400,-79.52518394900,Water Fountains
Christie Pits Park,750 Bloor St W,43.66504937100,-79.42202878000,Water Fountains
York Mills Park,321 York Mills Rd,43.74206432100,-79.40421854200,Water Fountains
Lambton Park,4100 Dundas St W,43.66509164300,-79.50420047100,Water Fountains
Woburn Avenue Playground,75 Woburn Ave,43.72761930100,-79.40572216100,Water Fountains
Livingstone Park,21 Woodville Ave,43.69135140600,-79.35394219800,Water Fountains
Gledhill Park,125 Gledhill Ave,43.69093094600,-79.30981527500,Water Fountains
Masaryk Park,212 Cowan Ave,43.64023751900,-79.43290074700,Water Fountains
Aldwych Park,134 Aldwych Ave,43.68492259600,-79.34127957000,Water Fountains
Falstaff Park,50 Falstaff Ave,43.71659440000,-79.50288998100,Water Fountains
Highview Park,150 Highview Ave,43.70207620700,-79.25831123500,Water Fountains
Wanless Park,250 Wanless Ave,43.72920546500,-79.39201453000,Water Fountains
Rennie Park,1 Rennie Ter,43.64448782900,-79.47376053100,Water Fountains
Coronation Park - Etobicoke,10 Judson St,43.61635259400,-79.49988061100,Water Fountains
Sir Casimir Gzowski Park,2001 Lake Shore Blvd W,43.63674545200,-79.46105826700,Water Fountains
York Mills Park,321 York Mills Rd,43.74331406800,-79.40492937200,Water Fountains
Rajah Park,117 Rajah St,43.73143550000,-79.43634222800,Water Fountains
Bamburgh Park,70 Bamburgh Crcl,43.81451159600,-79.32846517100,Water Fountains
Wadsworth Park,120 Connolly St,43.67248135400,-79.45691269900,Water Fountains
Coronation Park - Toronto,711 Lake Shore Blvd W,43.63455786000,-79.40487546500,Water Fountains
Riverdale Park East,550 Broadview Ave,43.66762077100,-79.35357973400,Water Fountains
Carlton Park,20 Edith Ave,43.66659391500,-79.45493858500,Water Fountains
Indian Line Park,655 Humberwood Blvd,43.72532544400,-79.62261808200,Water Fountains
Dentonia Park,80 Thyra Ave,43.69394776200,-79.29272820800,Water Fountains
Ramsden Park,1020 Yonge St,43.67588253400,-79.39615652800,Water Fountains
Old Yonge Parkette,143 Old Yonge St,43.74503323100,-79.39929233900,Water Fountains
Morningside Park,390 Morningside Ave,43.77689017700,-79.19636849300,Water Fountains
Lord Seaton Park,168 Upper Canada Dr,43.75973697400,-79.39666051500,Water Fountains
Islington Park,19 Franel Cres,43.75196865000,-79.56907910700,Water Fountains
East Mall Park,355 The East Mall,43.64108558400,-79.55627559600,Water Fountains
Margaret Fairley Park,100 Brunswick Ave,43.66030385600,-79.40559057100,Water Fountains
Wells Hill Park,145 Hilton Ave,43.68268075400,-79.41669695100,Water Fountains
Glenn Gould Park,480 Avenue Rd,43.68668470700,-79.40202583100,Water Fountains
June Rowlands Park,220 Davisville Ave,43.70025208400,-79.38950964200,Water Fountains
Wells Hill Park,145 Hilton Ave,43.68334407000,-79.41602687000,Water Fountains
Bill Hancox Park,5421 Lawrence Ave E,43.77739080800,-79.13978415800,Water Fountains
Ashbridges Bay Park,1561 Lake Shore Blvd E,43.65826832100,-79.30740682900,Water Fountains
St. Mary Street Parkette,26 St. Mary St,43.66784541400,-79.38690559800,Water Fountains
Anniversary Park,410 Parliament St,43.66212591500,-79.36730188500,Water Fountains
Moss Park,150 Sherbourne St,43.65547451500,-79.37076404000,Water Fountains
Rosedale Park,20 Scholfield Ave,43.68315186100,-79.37933742000,Water Fountains
Trinity Bellwoods Park,790 Queen St W,43.64556266400,-79.41335149200,Water Fountains
Trinity Bellwoods Park,790 Queen St W,43.65020494300,-79.41586988900,Water Fountains
Perth Square Park,350 Perth Ave,43.66398925400,-79.45228663300,Water Fountains
St. Alban's Square,90 Howland Ave,43.66872486600,-79.41007307800,Water Fountains
Dufferin Grove Park,875 Dufferin St,43.65709962500,-79.43227677400,Water Fountains
Asquith Green Park,19 Park Rd,43.67192305700,-79.38418099700,Water Fountains
East Lynn Park,1949 Danforth Ave,43.68488648500,-79.31567067700,Water Fountains
Balmy Beach Park,1 Beech Ave,43.66830473800,-79.29234052300,Water Fountains
Kew Gardens,2075 Queen St E,43.66851142700,-79.29809935300,Water Fountains
Kew Gardens,2075 Queen St E,43.66955372900,-79.29969682600,Water Fountains
Courthouse Square Park,10 Court St,43.65045145100,-79.37534287500,Water Fountains
Sherbourne Common,5 Lower Sherbourne St,43.64453797000,-79.36452740400,Water Fountains
Robertson Parkette,1555 Danforth Ave,43.68311386400,-79.32413056200,Water Fountains
Natal Park,110 Natal Ave,43.71406774400,-79.25590284100,Water Fountains
Muir Park,66 Martindale Rd,43.73458305000,-79.22835718100,Water Fountains
Riverdale Park West,375 Sumach St,43.66681638200,-79.36066563700,Water Fountains
Brookbanks Park,75 Brookbanks Dr,43.75916892700,-79.32643057300,Water Fountains
North Kipling Park,2729 Kipling Ave,43.75189898700,-79.58481551200,Water Fountains
Bartlett Parkette,160 Geary Ave,43.67027675800,-79.43600770800,Water Fountains
Chandos Park North,75 Lightbourn Ave,43.67081414400,-79.44273683600,Water Fountains
Portage Gardens Park,400 Sidney Belsey Cres,43.69101731200,-79.50785706300,Water Fountains
Bramber Woods Park,15 Bramber Rd,43.78844096600,-79.16689235300,Water Fountains
Lynngate Park,133 Cass Ave,43.77675739600,-79.29997201100,Water Fountains
L'amoreaux Sports Complex,100 Silver Springs Blvd,43.80699437100,-79.30934658200,Water Fountains
L'amoreaux Sports Complex,100 Silver Springs Blvd,43.80697493700,-79.30955243300,Water Fountains
E.T. Seton Park,73 Thorncliffe Park Dr,43.70956304100,-79.33748529100,Water Fountains
Topcliff Park,75 Topcliff Ave,43.75543970100,-79.50927014000,Water Fountains
Brookfield Park,27 Brookfield Rd,43.74124166900,-79.40055492400,Water Fountains
Sandover Park,10 Sandover Dr,43.76098476500,-79.33435014500,Water Fountains
Jean Augustine Park,2115 Lake Shore Blvd W,43.62821160100,-79.47767448200,Water Fountains
Bobbie Rosenfeld Park,294 Bremner Blvd,43.64214154400,-79.38760590200,Water Fountains
Irving Paisley Park,2539 Bayview Ave,43.74788395700,-79.38314657800,Water Fountains
Langford Parkette,26 Langford Ave,43.68043636800,-79.34137362700,Water Fountains
Byng Park,299 Pharmacy Ave,43.70101608200,-79.28421221600,Water Fountains
Woburn Park - North York,575 Cranbrooke Ave,43.72352315900,-79.42831071900,Water Fountains
East Point Park,201 Copperfield Rd,43.76017347500,-79.16298061300,Water Fountains
Rouge Park - Rouge Beach Park,195 Rouge Hills Dr,43.79378667700,-79.11801873900,Water Fountains
Bruce Mackey Park,55 Wardell St,43.66111549600,-79.34623592100,Water Fountains
Charlotte Maher Parkette,550 Roehampton Ave,43.71162594800,-79.38060370400,Water Fountains
Woodbine Beach Park,1675 Lake Shore Blvd E,43.66321015800,-79.30763978900,Water Fountains
Elm Park - York,54 Elm St,43.70656680200,-79.51614905800,Water Fountains
Art Eggleton Park,323 Harbord St,43.65905174100,-79.41836389800,Water Fountains
High Park,1873 Bloor St W,43.65286399000,-79.46610768500,Water Fountains
Hanlan's Point Park,9 Queens QuayW,43.62717971600,-79.38956001700,Water Fountains
Fred Hamilton Playground,155 Roxton Rd,43.65366588000,-79.41992683300,Water Fountains
Randy Padmore Park,47 Denison Ave,43.64973053500,-79.40097788800,Water Fountains
Stanley Park North - Toronto,890 King St W,43.64278741100,-79.40966653900,Water Fountains
Village Of Yorkville Park,115 Cumberland St,43.66977815900,-79.39236192200,Water Fountains
Mimico Waterfront Park,29 Norris Cres,43.61055543000,-79.48714750600,Water Fountains
Bishop Park,45 Bishop Ave,43.78186678200,-79.41250755700,Water Fountains
Norman Jewison Park,13 Isabella St,43.66686976400,-79.38437281200,Water Fountains
Kew Gardens,2075 Queen St E,43.66989256900,-79.29967425500,Water Fountains
Lescon Park,39 Glentworth Rd,43.78044995600,-79.36045261300,Water Fountains
Wigmore Park,106 Wigmore Dr,43.73084321000,-79.31292864800,Water Fountains
Parkview Park,355 Parkview Ave,43.77515585700,-79.39314593700,Water Fountains
Driftwood Park,44 Tobermory Dr,43.76235723600,-79.51283171300,Water Fountains
East Point Park,201 Copperfield Rd,43.76014119400,-79.16225092500,Water Fountains
Merrill Park,5 Merrill Ave,43.70329671300,-79.50621368000,Water Fountains
